row,col,ToT_mean_200mV,ToT_mean_300mV,ToT_mean_400mV,ToT_mean_500mV,ToT_mean_600mV,ToT_mean_700mV,ToT_mean_800mV,ToT_mean_900mV,ToT_mean_1000mV
10,4,16.688882659272487,45.78338897508802,66.71953960625456,78.10565870592309,84.89116900157151,89.66651834512982,93.36228501743992,96.32748089222653,98.76192190423366
10,5,17.969889402296978,43.80866230647829,63.22175676535899,73.47842473195794,79.51013137523417,83.63754046887617,86.71238280767659,89.35507521614505,91.63387006663072
10,6,19.900144616015083,47.77805545583964,65.407179443232,74.06927350216246,79.58116327237715,83.49923571289995,86.56682126406623,89.00529425885766,91.24292381236326
10,7,16.509627802723937,54.60463384750055,80.89082405124479,95.57199664691849,104.78928315622632,111.2397500906352,116.29771423837947,120.48404918962359,123.86070670210765
10,8,24.289301271139056,50.50322214367957,66.35276646640327,74.79711037604345,79.82032390290605,-253.7746262182721,-144.50972741879968,-153.3812350427483,16.04206301857381
10,9,16.82113168986512,48.83662538517668,72.85051641777487,84.83006471588308,91.68753832848822,96.17051381478772,99.6844955618216,102.50181223451719,104.90825490924557
10,10,22.023229604520438,57.158628812786965,64.01763153512178,-56.27032187788396,-58.64849037886567,6.629853362232966,5.5843189537885705,-115.86782404858246,5.8807640880630485
10,11,12.12097516099356,47.2636713636522,66.96142531261602,77.68045504385177,84.48527140174603,89.26590910363952,1.5137334068537613,-17.934426546055814,-184.47446565142397
10,12,32.32077058065234,75.47231960092819,99.81337809684398,112.24067781295298,120.22194880603409,126.09510499364406,130.84652849760462,134.84067374434133,137.8966330036662
10,13,3.52818886467898,3.5333565691929,23.625148991206093,23.448883856709692,21.88137699039698,22.706808832531255,20.358754774540856,21.75864826626182,21.348114197389478
10,14,41.903090194764765,101.01591592849738,138.31752162729916,157.13867523029,168.8016442119239,177.37837623871724,184.0931991772744,189.7184610995589,194.43765134591268
10,15,30.397242390393842,77.83939126636226,112.19948754158986,130.32264528150543,140.5703903242801,147.55589050482558,153.10509534386227,157.51725740131363,161.08409630240817
